composition,band_gap,minimum AtomicVolume,mean AtomicVolume,avg_dev AtomicVolume,range AtomicVolume,mean AtomicWeight,avg_dev AtomicWeight,range AtomicWeight,minimum MolarVolume,mean MolarVolume,avg_dev MolarVolume,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mean CovalentRadius,maximum Density,mean Density,avg_dev Density,range Density,avg_dev Column,maximum Electronegativity,mean Electronegativity,avg_dev Electronegativity,mean ElectronAffinity,avg_dev ElectronAffinity,range ElectronAffinity,avg_dev FirstIonizationEnergy,mean BoilingT,mean MeltingT,avg_dev MeltingT,range MeltingT,minimum ThermalConductivity,avg_dev ThermalConductivity,range ThermalConductivity,mode ThermalConductivity,minimum LogThermalConductivity,mean LogThermalConductivity,avg_dev LogThermalConductivity,range LogThermalConductivity,mode LogThermalConductivity,mean HeatVaporization,range HeatVaporization,mode HeatVaporization,mean HeatFusion,range HeatFusion,mean FusionEnthalpy,avg_dev FusionEnthalpy,mean GSbandgap,minimum GSenergy_pa,mean GSenergy_pa,avg_dev GSenergy_pa,range GSenergy_pa,avg_dev GSestBCClatcnt,mean GSestFCClatcnt,maximum NUnfilled,mean NUnfilled,avg_dev NUnfilled,avg_dev NValence,mean NdValence,avg_dev NdValence,maximum NfUnfilled,mean NpUnfilled,avg_dev NpUnfilled,avg_dev NpValence,maximum ZungerPP-r_sigma,mean ZungerPP-r_sigma
Cd1In2Se4,1.72,21.580025455795,26.0829371828404,1.2867056491282287,5.628779170032601,93.98385714285712,17.170122448979594,35.858000000000004,13.0,15.742857142857144,0.7836734693877554,75.42857142857143,70.20408163265306,129.71428571428572,8650.0,6078.0,1438.857142857143,3831.0,1.6326530612244898,2.55,2.207142857142857,0.3918367346938775,119.68571428571428,86.07346938775511,195.0,1.5568636734693877,1366.0,489.96,34.405714285714275,164.47000000000003,0.52,42.35755102040816,96.48,0.52,-0.283996656,0.6683446877142858,1.088390107102041,2.27076839,-0.283996656,94.85714285714286,204.0,26.0,5.650285714285714,3.3990000000000005,5.650285714285714,1.3481632653061228,0.4565714285714286,-3.47079191,-2.8612779692857138,0.6965873608163266,2.658617685,0.0817110197551021,4.607760414285715,5.0,2.571428571428572,1.3877551020408163,1.6326530612244898,10.0,0.0,0.0,2.571428571428572,1.3877551020408163,1.6326530612244898,2.215,1.6364285714285711
Bi38Zn1O58,2.88,15.2056837348025,11131.04136892004,8922.61930430975,18576.9914827546,92.10928247422682,91.56912300988417,192.981,9.16,18.822886597938144,1.94866617068764,13.876288659793817,3.713890955468169,98.70103092783503,9780.0,3905.802907216495,4669.148177702199,9778.571,0.5178021043681582,3.44,2.865257731958763,0.687320650441067,120.03711340206186,25.069019024338395,141.0,3.018795527261133,785.6886597938145,253.1781443298969,237.235718992454,637.88,0.02658,5.214555434158784,119.97342,0.02658,-1.575445023,-0.5667959853814434,1.2062194676675524,3.654626269,-1.575445023,65.9461855670103,156.59,3.41,4.555216494845361,10.886,4.555216494845361,5.18438261239239,0.0,-4.756791905,-4.413755851597938,0.4102286824189607,3.51679199,0.667894895741949,4.015057384134021,3.0,2.3711340206185567,0.4927197364225741,10.91253055585078,4.020618556701031,4.808162397704326,0.0,2.3711340206185567,0.4927197364225741,0.5178021043681581,1.997,1.0797525773195875
Na2Hg3Si2S8,2.86,20.0163777166128,27.33846705093275,3.226629821685321,19.421951165639896,64.02936923733334,54.62425230506668,177.60023072,12.06,15.879333333333332,2.106844444444445,131.33333333333334,65.42222222222222,119.33333333333331,13534.0,4191.866666666667,3736.8533333333335,12566.0,3.555555555555556,2.58,2.1533333333333333,0.4551111111111111,131.52,73.6,200.0,1.4610994488888889,1085.93,528.372,308.96746666666667,1452.68,0.205,55.76746666666666,149.795,0.205,-0.688246139,0.3930469169333334,1.1533792596622223,2.864337398,-0.688246139,77.96000000000001,349.2,9.8,8.4182,48.489,8.4182,11.14448,1.2774666666666663,-5.424918005,-3.126557947593467,1.6482653712087114,5.174812442586,0.0705881298666667,4.663246455133333,4.0,1.7333333333333334,0.8888888888888888,6.7733333333333325,2.0,3.2,0.0,1.6,1.0666666666666669,1.7066666666666668,2.65,1.6113333333333335
Ga1S1,2.6,19.6105134830824,23.3885296388768,3.778016155794401,7.556032311588801,50.894,18.829,37.658,11.8,13.665,1.8649999999999995,67.0,3.0,113.5,5904.0,3932.0,1972.0,3944.0,1.5,2.58,2.1950000000000003,0.385,114.45,85.55000000000001,171.1,2.1803545000000004,1597.36,345.635,42.725,85.44999999999999,0.205,14.3975,28.795,0.205,-0.688246139,0.3870759294999999,1.0753220685,2.150644137,-0.688246139,132.9,246.2,9.8,3.653,3.864,3.653,1.932,1.101,-4.09721671875,-3.554736010625,0.5424807081250003,1.0849614162500003,0.1843675934999999,4.4574960525,5.0,3.5,1.5,3.5,5.0,5.0,0.0,3.5,1.5,1.5,1.695,1.3975
Rh1S1Se1,0.7,13.7255098107475,22.70028674374877,5.983184622000845,13.4832948150801,71.31016666666666,26.163444444444448,70.8405,8.28,13.410000000000002,3.42,103.0,81.33333333333333,122.33333333333331,12450.0,6409.666666666667,4026.888888888889,10490.0,3.111111111111111,2.58,2.47,0.1266666666666668,168.23333333333332,39.02222222222223,90.3,1.154355555555556,1881.24,1039.7866666666666,798.1422222222221,1848.64,0.205,66.50555555555556,149.795,0.205,-0.688246139,0.4012828213333334,1.1832056251111112,2.864337398,-0.688246139,176.9333333333333,485.2,9.8,11.667,24.869,11.667,9.948666666666666,1.0003333333333333,-7.25364552,-4.9405513829166665,1.5420627580555557,3.78285361,0.317843135111111,4.393469974333334,3.0,2.333333333333333,0.4444444444444445,3.777777777777778,6.0,4.0,0.0,1.3333333333333333,0.888888888888889,1.777777777777778,2.52,1.635
Sr1Pr2S4,2.7,27.1665457946712,33.4953807745002,7.232954262661714,28.1565849818352,71.09932857142857,44.6106612244898,108.84265,15.53,19.665714285714284,4.726530612244899,127.57142857142856,65.79591836734694,145.85714285714286,6640.0,3392.8571428571427,1855.5102040816323,4680.0,6.530612244897959,2.58,1.932857142857143,0.739591836734694,129.29,80.81142857142858,194.97,2.357417142857144,1664.554285714286,715.9200000000001,374.3542857142857,815.64,0.205,9.858775510204085,34.795,0.205,-0.688246139,0.1455671702857142,0.9529294963265306,2.232314183,-0.688246139,119.45714285714288,320.2,9.8,4.013428571428571,5.709,4.013428571428571,2.6199183673469384,1.2582857142857142,-4.77382996,-3.945620056428572,0.6465161304081634,3.09101636,0.3097669529795919,5.031281330714286,11.0,4.285714285714286,3.8367346938775513,0.979591836734694,0.0,0.0,11.0,1.1428571428571428,0.979591836734694,1.959183673469388,4.48,2.367142857142857
Cs1As1Se2,1.86,21.723965737178,48.3993976991893,34.528309054367355,95.732050070746,91.436762975,20.7343444625,57.983851900000005,12.95,29.1825,20.87875,105.75,91.75,150.75,5727.0,4311.0,1216.0,3848.0,5.5,2.55,2.0175,0.6137499999999999,128.375,66.625,149.5,2.201458125,936.75,594.8975,247.55125000000004,788.4100000000001,0.52,21.24,49.48,0.52,-0.283996656,0.6718197982499999,0.95581645425,1.98296666,-0.283996656,37.35,39.0,26.0,9.9775,22.35,9.9775,7.231250000000001,0.3995,-4.650889115,-3.11177484875,1.128574194375,3.796262655,0.9280502436249995,5.3979817645,3.0,2.0,0.5,5.5,7.5,3.75,0.0,1.75,0.875,1.375,4.31,2.07375
Ga1As0.86Sb0.14,0.66,19.6105134830824,21.259961649592974,1.6494481665105765,10.580909960706698,75.600988,6.462261680000003,52.037000000000006,11.8,12.7418,0.9417999999999996,115.0,51.0,121.9,6697.0,5883.400000000001,134.50399999999993,970.0,1.0,2.18,1.9859,0.1759,55.214,26.314,74.30000000000001,1.8120348,1750.11,683.4196,380.5096,787.0899999999999,24.0,10.595199999999998,26.0,29.0,1.380211242,1.55837088766,0.1209152400524,0.3187587620000001,1.462397998,146.69199999999998,223.6,256.0,14.687,18.855,14.687,9.102,0.0,-4.650889115,-3.7942253345,0.781970032,1.6386338125000002,0.1240003456500001,4.38143808667,5.0,4.0,1.0,1.0,10.0,0.0,0.0,4.0,1.0,1.0,1.765,1.5795
Pt1As2,0.5,15.3604635067342,19.602798327030065,2.828223213530577,6.363502230443798,114.97573333333332,53.40551111111111,120.1624,9.09,11.663333333333332,1.7155555555555555,185.66666666666663,26.22222222222221,124.66666666666669,21090.0,10848.0,6828.0,15363.0,2.222222222222222,2.28,2.2133333333333334,0.0444444444444442,120.43333333333334,56.57777777777778,127.3,0.3688000000000002,1957.3333333333333,1407.1333333333332,422.8444444444444,951.4,50.0,9.77777777777778,22.0,50.0,1.698970004,1.7517575013333333,0.0703833297777777,0.1583624919999999,1.698970004,184.9333333333333,457.6,32.4,23.685,2.265000000000001,23.685,1.0066666666666666,0.0,-6.02850968,-5.11009597,0.6122758066666666,1.377620565,0.1915873382222224,4.278684190666667,3.0,2.6666666666666665,0.4444444444444445,4.0,9.666666666666666,0.4444444444444446,0.0,2.0,1.3333333333333333,1.3333333333333333,2.7,1.8433333333333333
Cs1Y1Cd1Se3,2.54,21.580025455795,42.27927800395357,25.05891260132348,95.875990352129,95.18371698333333,18.31633931111111,53.94545190000001,13.0,25.51333333333333,15.142222222222218,109.83333333333331,95.83333333333331,156.33333333333334,8650.0,4909.666666666667,1246.777777777778,6771.0,5.777777777777778,2.55,1.8916666666666664,0.6583333333333332,110.01666666666668,84.98333333333333,195.0,2.0031755555555555,1412.6666666666667,696.1350000000001,367.6216666666666,1497.41,0.52,27.49333333333333,96.48,0.52,-0.283996656,0.6535888646666667,0.9375855206666666,2.27076839,-0.283996656,103.83333333333331,354.0,26.0,6.626666666666668,9.3,6.626666666666668,1.651111111111111,0.3995,-6.464599775,-3.0906293650000003,1.5048193483333332,5.65242555,0.6727943221666663,5.193518652666667,9.0,2.6666666666666665,2.111111111111111,5.777777777777778,6.833333333333333,4.222222222222222,0.0,1.0,1.0,2.0,4.31,2.22
Cd4As2I3,1.89,21.580025455795,28.638289522604182,9.34704529735314,21.07883201283889,108.9111788888889,15.10647950617284,51.982870000000005,12.95,17.22888888888889,5.66074074074074,144.44444444444446,53.629629629629626,136.77777777777777,8650.0,6763.777777777777,1676.641975308642,3710.0,2.074074074074074,2.66,2.1222222222222222,0.3841975308641976,115.73333333333332,119.64444444444442,295.2,0.5888276543209879,811.7666666666667,635.27,202.10222222222217,703.15,0.449,37.891654320987655,96.551,97.0,-0.347753659,1.144640663,0.9949295479999998,2.334525393,1.986771734,58.61111111111112,79.1,100.0,10.77777777777778,18.23,10.77777777777778,6.0720987654321,0.354,-4.650889115,-1.8962980425,1.224262698888889,3.83871489,0.4328928798518519,4.743828076444444,3.0,1.0,0.8888888888888888,2.074074074074074,10.0,0.0,0.0,1.0,0.8888888888888888,2.0740740740740744,2.215,1.8272222222222223
Ag1In1Se2,1.15,17.0756479498908,24.39397884048368,3.659165445296437,10.1331566759368,95.15155,16.191550000000003,35.858000000000004,10.27,14.7175,2.2237500000000003,98.0,84.0,131.75,10490.0,6859.5,2040.5,5671.0,2.0,2.55,2.2025,0.3474999999999999,136.125,58.875,166.1,1.5355475,1674.0,663.1700000000001,285.88000000000005,805.1800000000001,0.52,150.87,429.48,0.52,-0.283996656,0.994822249,1.278818905,2.9174651120000004,-0.283996656,134.25,229.0,26.0,6.992750000000001,8.009,6.992750000000001,2.1536250000000003,0.3995,-3.47079191,-3.093444835,0.377347075,0.8039899500000001,0.1894042778750001,4.50458194775,5.0,2.5,1.25,2.0,10.0,0.0,0.0,2.25,1.375,1.75,2.375,1.7487499999999998
Zn0.85Hg0.15Se1,1.8,15.2056837348025,21.912698555427127,5.700962597530934,12.0031208910251,82.31074999999998,17.74188749999999,135.21,9.16,13.15975,3.3997875000000004,101.9,87.9,121.75,13534.0,6459.05,1640.05,8715.0,2.0,2.55,2.12625,0.4237499999999999,97.5,97.5,195.0,0.2187416137499998,1027.72975,558.963,113.65944999999996,458.36,0.52,57.899875,119.48,0.52,-0.283996656,0.81058455845,1.09458121445,2.3631779020000003,-0.283996656,68.01499999999999,93.0,26.0,6.521025,4.773,6.521025,0.6339037500000002,0.3995,-3.47079191,-2.28115383605605,1.18963807394395,3.220686347586,0.33756917337875,4.3225805141,2.0,1.0,1.0,2.5925,10.0,0.0,0.0,1.0,1.0,2.0,2.41,1.6222499999999995
Zn0.01S0.01Ga0.99P0.99,2.25,15.2056837348025,23.88505562101055,4.318590435410949,13.0084380818387,50.33212219,19.34744781,38.749238,9.16,14.38935,2.61575,33.99,31.6701,114.49,7140.0,3870.365,2045.995,5317.0,1.01,2.58,2.00115,0.1927499999999999,50.9455,22.3345,200.0,2.2374352340999994,1509.5861,312.40915,9.404158499999992,389.7699999999999,0.205,14.837155,119.795,0.236,-0.688246139,0.4204331260299999,1.04813270445,2.767427385,-0.627087997,133.502,246.2,12.4,11.98582,16.819,11.98582,6.4886382,0.8153849999999999,-5.4005090425,-4.19100443394375,1.1974095624706875,4.1605091275,0.1059283793150001,4.354638913705,5.0,3.97,1.0196999999999998,3.99,5.0,5.0,0.0,3.97,1.0196999999999998,1.01,1.88,1.4677250000000002
Sb2S3,1.7,27.1665457946712,28.37649685431836,1.451941271576591,3.024877649117897,67.94300000000001,43.0536,89.69500000000001,15.53,16.594,1.276800000000001,108.4,46.08,118.6,6697.0,3854.8,2273.76,4737.0,0.4800000000000001,2.58,2.368,0.2544000000000001,161.28,46.464,96.8,0.8407776000000006,1174.632,594.528,247.4016,515.42,0.205,11.421600000000002,23.795,0.205,-0.688246139,0.1391368133999999,0.99285954288,2.068457381,-0.688246139,33.08,58.2,9.8,8.948599999999999,18.069,8.948599999999999,8.67312,1.3212,-4.11736234,-4.10527496725,0.0096698981999995,0.0201456212499993,0.12446276928,4.8204623832,3.0,2.4,0.48,4.32,4.0,4.8,0.0,2.4,0.48,0.48,1.765,1.366
Tb2Mo3O12,1.6,15.5008806878023,13130.41691914394,7710.748584487708,18576.6962858016,46.92491176470588,43.65954602076125,142.92595,9.38,16.18,2.4,71.70588235294117,84.29065743944636,96.58823529411764,10280.0,2782.067529411765,3925.607335640138,10278.571,4.650519031141869,3.44,2.951764705882353,0.689273356401384,118.1,32.329411764705874,91.0,2.913663114186851,1342.5411764705882,741.3882352941176,969.301038062284,2841.2,0.02658,39.93801467128028,138.97342,0.02658,-1.575445023,-0.6113829709411764,1.3610287793771627,3.718459823,-1.575445023,142.99529411764706,596.59,3.41,7.963529411764705,37.26,7.963529411764705,10.93204152249135,0.0,-10.84610777,-5.816368327255295,1.7752021562628375,6.21689007333,0.3559323797647059,3.632368206294118,6.0,3.0588235294117645,1.494809688581315,1.038062283737024,0.8823529411764706,1.4532871972318335,5.0,1.411764705882353,0.8304498269896193,1.6608996539792389,3.89,1.265882352941177
Ga1Se1,1.93,19.6105134830824,23.409659054455,3.7991455713726,7.5982911427452,74.3415,4.618499999999997,9.236999999999997,11.8,14.11,2.3100000000000005,39.0,25.0,121.0,5904.0,5361.5,542.5,1085.0,1.5,2.55,2.18,0.3699999999999999,111.95,83.05000000000001,166.1,1.8765445,1717.5,398.455,95.545,191.09,0.52,14.24,28.48,0.52,-0.283996656,0.589200671,0.873197327,1.746394654,-0.283996656,141.0,230.0,26.0,6.1375,1.1050000000000004,6.1375,0.5525000000000002,0.3995,-3.47079191,-3.24152360625,0.22926830375,0.4585366075000001,0.1875648195000001,4.461524305,5.0,3.5,1.5,1.5,10.0,0.0,0.0,3.5,1.5,1.5,1.695,1.49
Ta1Ga1Se2,1.65,18.0467295591839,23.018713073480377,4.1900915523472255,9.162075066643702,102.14772,39.40008,111.22488,10.85,13.8725,2.5475000000000008,80.25,74.375,133.0,16650.0,8048.0,4301.0,11831.0,3.75,2.55,2.1025,0.4474999999999999,112.475,82.525,166.1,1.48897725,2531.0,1145.2275,1072.38625,2987.09,0.52,21.24,56.48,0.52,-0.283996656,0.6625698855,0.9465665415,2.039871512,-0.283996656,260.75,709.0,26.0,13.88375,30.985,13.88375,11.343125,0.3995,-11.85139954,-5.451309665625,3.2000449371875,8.8391442375,0.1986400067500001,4.4475704435,7.0,4.0,2.0,1.5,8.25,2.625,0.0,2.25,1.375,1.75,2.79,1.76375
Hf1Se2,2.2,22.2687111944408,25.562106815365336,2.1955970806163543,4.940093431386799,112.13666666666666,44.23555555555556,99.53000000000002,13.44,15.426666666666668,1.3244444444444454,74.0,80.0,138.33333333333334,13310.0,7649.333333333333,3773.7777777777774,8491.0,5.333333333333333,2.55,2.1333333333333333,0.5555555555555555,130.0,86.66666666666667,195.0,1.3010311111111108,2264.0,1164.6666666666667,894.2222222222223,2012.0,0.52,9.991111111111111,22.48,0.52,-0.283996656,0.2645781746666666,0.7314331075555556,1.645724492,-0.283996656,227.3333333333333,604.0,26.0,13.526666666666666,20.51,13.526666666666666,9.115555555555554,0.5326666666666667,-9.954299335,-5.631961051666667,2.881558855555556,6.483507425,0.0834066231111112,4.619026849,8.0,4.0,2.6666666666666665,0.8888888888888893,7.333333333333333,3.555555555555556,0.0,1.3333333333333333,0.888888888888889,1.777777777777778,2.91,1.8266666666666669
Rb3Bi2I9,2.1,35.4834590822064,52.3442493512175,17.2700153544678,57.1574927627693,129.75031642857144,22.637166734693885,123.5126,21.31,31.527142857142856,10.385510204081632,91.92857142857144,58.74489795918368,157.64285714285714,9780.0,4901.142857142857,1443.918367346939,8248.0,5.2653061224489806,2.66,2.1742857142857144,0.6244897959183674,212.85,105.87857142857143,248.3,2.310053510204081,762.3357142857143,393.4164285714286,43.13816326530611,231.94,0.449,18.91711224489796,57.551,0.449,-0.347753659,0.2833343589285714,0.8113988801938774,2.111181653,-0.347753659,51.721428571428575,139.1,20.9,7.044428571428571,8.916,7.044428571428571,2.080469387755102,0.6827142857142857,-3.9736944,-1.7418582594642855,0.6376674687244898,3.010359375,0.4428083638775505,5.830996845571429,3.0,1.2857142857142858,0.489795918367347,6.122448979591836,7.857142857142857,3.3673469387755097,0.0,1.0714285714285714,0.5510204081632653,1.7448979591836735,4.1,2.1827857142857146
Al1Sb1,1.65,16.5944245175099,23.3929239806495,6.798499463139599,13.596998926279198,74.3707693,47.3892307,94.7784614,10.0,14.095,4.095000000000001,195.5,29.5,130.0,6697.0,4698.5,1998.5,3997.0,1.0,2.05,1.83,0.2199999999999998,72.85,30.35,60.7,1.311311,2326.0,918.625,14.845000000000027,29.69000000000005,24.0,105.5,211.0,24.0,1.380211242,1.875639552,0.49542831,0.99085662,1.380211242,180.5,225.0,68.0,15.25,9.079999999999998,15.25,4.539999999999999,0.0,-4.11736234,-3.93139273,0.1859696099999999,0.3719392199999998,0.3876720790000001,4.528042749,5.0,4.0,1.0,6.0,5.0,5.0,0.0,4.0,1.0,1.0,1.765,1.72
Hg2Cl2,2.84,24.6117420696302,9171.059389816915,9146.447647747284,18292.895295494567,118.0215,82.5685,165.137,14.09,15.74,1.6500000000000004,115.0,51.0,117.0,13534.0,6768.607,6765.393,13530.786,2.5,3.16,2.58,0.5800000000000001,174.5,174.5,349.0,1.265065,434.345,202.96,31.36,62.72,0.0089,4.14555,8.2911,0.0089,-2.050609993,-0.5657659505000001,1.4848440425000002,2.969688085,-2.050609993,34.7,49.0,10.2,2.7475,0.9050000000000002,2.7475,0.4525000000000001,1.2465,-1.784433755,-1.017269658707,0.767164096293,1.534328192586,0.0182419084999998,4.633262834,1.0,0.5,0.5,9.5,5.0,5.0,0.0,0.5,0.5,2.5,2.41,1.71
Ag4Ba6Sn4S16,2.37,17.0756479498908,33.3550051870244,12.645710595068318,47.8936337248044,74.77716000000001,45.55963733333333,105.262,10.27,19.456,7.4816,131.93333333333334,66.06222222222223,136.86666666666667,10490.0,4120.666666666667,2548.977777777778,8530.0,4.444444444444445,2.58,2.0726666666666667,0.5411555555555556,140.51000000000002,63.456,186.05,1.9231842133333337,1519.3840000000002,639.1266666666668,303.2302222222223,846.57,0.205,96.0064,429.795,0.205,-0.688246139,0.4785956614,1.2446312537600002,3.321714595,-0.688246139,105.89333333333336,280.2,9.8,4.801866666666667,9.579,4.801866666666667,3.286257777777778,1.1744,-4.09721671875,-3.466745455333333,0.8043164502222225,2.1736944587500004,0.4539342516444444,4.986231335466667,4.0,1.7333333333333334,0.8888888888888888,2.968888888888889,2.6666666666666665,3.911111111111112,0.0,1.6,1.0666666666666669,1.7066666666666668,3.402,1.8344
Mn3Ta2O8,1.89,12.2127044655985,11446.946838802336,8794.154249461002,18579.984462023804,50.36193038461538,42.29234508875739,164.94848,7.35,14.048461538461538,4.0757396449704135,92.6923076923077,99.31360946745562,98.84615384615384,16650.0,4286.264,5273.643076923077,16648.571,4.6390532544378695,3.44,2.705384615384616,0.9041420118343192,91.53846153846152,60.87573964497041,141.0,2.9054721893491124,1475.753846153846,890.4153846153846,1028.4497041420118,3235.2,0.02658,14.281357633136096,56.97342,0.02658,-1.575445023,-0.4935020510000001,1.3316221193846154,3.331319879,-1.575445023,165.9446153846154,731.59,3.41,8.740769230769232,36.35,8.740769230769232,10.487100591715976,0.0,-11.85139954,-6.832217697770769,2.5543702064871003,7.094607634999999,0.1675994095147929,3.4831154163076925,7.0,3.4615384615384617,1.7988165680473374,3.3136094674556205,1.6153846153846154,1.9881656804733727,0.0,1.2307692307692308,0.9467455621301776,1.893491124260355,2.79,1.227692307692308
Ru1Sb2,0.3,13.5678744093001,24.650240432292765,7.388244015328444,16.623549034489,114.86333333333334,9.195555555555558,20.69000000000001,8.17,14.85,4.453333333333334,175.33333333333334,12.444444444444448,141.33333333333334,12370.0,8588.0,2521.333333333333,5673.0,3.111111111111111,2.2,2.1,0.0666666666666668,102.56666666666666,0.8444444444444485,1.9000000000000057,0.5546177777777773,2714.333333333333,1471.5199999999998,756.9866666666667,1703.22,24.0,42.66666666666666,96.0,24.0,1.380211242,1.6132012433333334,0.3106533351111112,0.6989700040000002,1.380211242,238.66666666666663,512.0,68.0,26.05666666666667,18.800000000000004,26.05666666666667,8.355555555555558,0.0,-9.19463357,-5.809786083333333,2.2565649911111114,5.077271230000001,0.4359295257777778,4.604551372666666,4.0,3.333333333333333,0.4444444444444445,3.111111111111111,9.0,1.3333333333333333,0.0,2.0,1.3333333333333333,1.3333333333333333,2.605,2.045
Cs3Sb1,1.6,30.1914234437891,95.63986771689028,32.724222136550594,87.2645923641349,130.119088925,4.179544462500001,11.145451899999998,18.19,57.7525,19.78125,213.25,23.625,217.75,6697.0,3083.5,1806.75,4818.0,5.25,2.05,1.105,0.4724999999999999,59.925,21.6375,57.7,1.767931875,1173.0,452.1375,225.82125,602.19,24.0,4.5,12.0,36.0,1.380211242,1.51227968625,0.0660342221250001,0.1760912590000001,1.556302501,65.75,3.0,65.0,6.515,17.7,6.515,6.637499999999999,0.0,-4.11736234,-1.6703104299999998,1.223525955,3.26273588,0.80958729825,7.056511119750001,3.0,1.5,0.75,5.25,2.5,3.75,0.0,0.75,1.125,1.125,4.31,3.67375
Ga1Se1,1.98,19.6105134830824,23.409659054455,3.7991455713726,7.5982911427452,74.3415,4.618499999999997,9.236999999999997,11.8,14.11,2.3100000000000005,39.0,25.0,121.0,5904.0,5361.5,542.5,1085.0,1.5,2.55,2.18,0.3699999999999999,111.95,83.05000000000001,166.1,1.8765445,1717.5,398.455,95.545,191.09,0.52,14.24,28.48,0.52,-0.283996656,0.589200671,0.873197327,1.746394654,-0.283996656,141.0,230.0,26.0,6.1375,1.1050000000000004,6.1375,0.5525000000000002,0.3995,-3.47079191,-3.24152360625,0.22926830375,0.4585366075000001,0.1875648195000001,4.461524305,5.0,3.5,1.5,1.5,10.0,0.0,0.0,3.5,1.5,1.5,1.695,1.49
Gd2Se3,2.2,27.2088046258276,29.545172501019284,2.803641450230016,5.840919687979199,110.276,37.5792,78.29,16.42,17.812,1.6703999999999986,86.0,86.4,150.4,7901.0,6051.8,1479.36,3082.0,6.24,2.55,2.01,0.6479999999999999,137.0,69.6,145.0,1.7292432000000002,1984.0,930.8,524.1600000000001,1092.0,0.52,5.0304,10.48,0.52,-0.283996656,0.2461590803999999,0.63618688368,1.325389341,-0.283996656,137.6,279.0,26.0,7.882,2.9799999999999995,7.882,1.4303999999999997,0.4794,-4.65442131,-3.94424367,0.5681421120000001,1.1836294,0.1312335561599997,4.835627769,16.0,7.6,6.719999999999999,2.88,6.4,4.32,7.0,1.2,0.9600000000000002,1.9200000000000004,3.91,2.335
Rb2Cu2Sn2S6,1.44,11.8299419318999,35.48955273715897,19.050466369272247,80.81100991307581,60.65313333333333,28.58813333333333,86.645,7.11,20.95833333333333,11.600555555555554,134.16666666666666,64.16666666666667,134.33333333333334,8920.0,3940.3333333333335,2783.111111111111,7388.0,4.222222222222222,2.58,2.07,0.5100000000000001,145.43333333333334,54.56666666666666,153.1,1.9721003333333336,1531.5266666666666,556.7316666666667,267.0127777777778,1045.31,0.205,104.1325,399.795,0.205,-0.688246139,0.6878040618333333,1.3760502008333333,3.29030613,-0.688246139,115.23333333333332,290.2,9.8,4.683833333333333,11.879,4.683833333333333,3.794111111111111,1.101,-4.09721671875,-3.482781181875,0.8398153856250001,3.1338816937500003,0.6059362811111112,4.9743676856666665,4.0,2.0,0.6666666666666666,3.4444444444444446,3.333333333333333,4.444444444444444,0.0,1.6666666666666667,1.111111111111111,1.6666666666666667,4.1,1.8866666666666667
Eu3S4,1.7,27.1665457946712,36.14715146454888,10.263549337003054,20.95474656304789,83.45028571428573,58.72604081632653,119.899,15.53,21.29,6.582857142857143,138.14285714285714,77.87755102040816,144.85714285714286,5244.0,3367.428571428572,1608.4897959183677,3284.0,6.36734693877551,2.58,1.9821428571428568,0.683265306122449,135.71428571428572,73.46938775510203,150.0,2.296961632653061,1181.554285714286,691.2057142857144,346.10938775510203,706.64,0.205,6.756734693877552,13.795,0.205,-0.688246139,0.0979142217142856,0.8984689836734694,1.834374175,-0.688246139,80.60000000000001,165.2,9.8,4.930571428571429,7.489000000000001,4.930571428571429,3.668081632653062,1.2582857142857142,-4.09721671875,-3.125375342142857,1.1106758589795922,2.26762987875,0.223115453387755,4.935754038714286,7.0,4.142857142857143,2.4489795918367347,1.469387755102041,0.0,0.0,7.0,1.1428571428571428,0.979591836734694,1.959183673469388,3.94,2.317142857142857
Zn1Se1,2.87,15.2056837348025,21.20724418031505,6.00156044551255,12.0031208910251,72.16999999999999,6.789999999999999,13.579999999999998,9.16,12.79,3.630000000000001,104.0,90.0,121.0,7140.0,5979.5,1160.5,2321.0,2.0,2.55,2.1,0.4499999999999999,97.5,97.5,195.0,0.1790954999999998,1069.0,593.3399999999999,99.33999999999996,198.67999999999995,0.52,59.74,119.48,0.52,-0.283996656,0.897592295,1.1815889510000002,2.3631779020000003,-0.283996656,72.5,93.0,26.0,6.879,0.3779999999999992,6.879,0.1889999999999996,0.3995,-3.47079191,-2.3553959125,1.1153959974999998,2.230791995,0.3474923915000001,4.26002819,2.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,1.0,2.0,1.88,1.5825
Ba1Hg1S2,1.93,24.6117420696302,35.978528833416945,14.495376420639122,40.357539605065,100.51175,68.44675000000001,168.525,14.09,20.8275,8.66625,133.75,63.75,139.25,13534.0,5241.0,4146.5,11574.0,4.75,2.58,2.0125,0.5675,103.4875,96.5125,200.0,1.940316,1052.0425,502.76,248.62,765.6800000000001,0.205,6.4725,17.795,0.205,-0.688246139,0.19946457975,0.88771071875,1.943518644,-0.688246139,54.7,130.2,9.8,3.21425,5.399,3.21425,1.952875,1.101,-4.09721671875,-2.5920153149785,1.5052014037715002,3.847111156336001,0.49330797075,5.09295790675,2.0,1.0,1.0,8.0,2.5,3.75,0.0,1.0,1.0,2.0,3.402,2.003
